,Period,Weekday,N_DryBulbTemp,N_RelativeHumidity,N_WindSpeed,r_startstation id_Count
54,6AM-8AM,Fri,0.4028436018957346,0.40804597701149425,0.36619718309859156,6
55,6PM-8PM,Fri,0.4075829383886256,0.3563218390804598,0.30985915492957744,21
56,8AM-10AM,Fri,0.43601895734597157,0.3620689655172414,0.38028169014084506,32
57,8PM-10PM,Fri,0.3981042654028436,0.3563218390804598,0.323943661971831,19
58,10AM-12PM,Sat,0.35545023696682465,0.4540229885057471,0.14084507042253522,23
59,12AM-2AM,Sat,0.33649289099526064,0.4367816091954023,0.16901408450704225,4
60,12PM-2PM,Sat,0.36492890995260663,0.4942528735632184,0.29577464788732394,41
61,2AM-4AM,Sat,0.3127962085308057,0.4827586206896552,0.19718309859154928,1
62,2PM-4PM,Sat,0.3696682464454976,0.5057471264367817,0.28169014084507044,33
63,4PM-6PM,Sat,0.3744075829383886,0.6724137931034483,0.4225352112676056,17
64,6AM-8AM,Sat,0.3033175355450237,0.4827586206896552,0.18309859154929578,1
65,6PM-8PM,Sat,0.3886255924170616,0.9540229885057471,0.5633802816901409,8
66,8AM-10AM,Sat,0.3222748815165877,0.43103448275862066,0.07042253521126761,11
67,8PM-10PM,Sat,0.41232227488151657,0.9597701149425287,0.4507042253521127,3
68,10AM-12PM,Sun,0.43601895734597157,0.9597701149425287,0.18309859154929578,9
69,10PM-12AM,Sun,0.5639810426540285,0.8390804597701149,0.4084507042253521,4
70,12AM-2AM,Sun,0.4549763033175355,0.9827586206896551,0.28169014084507044,1
71,12PM-2PM,Sun,0.47393364928909953,0.9195402298850575,0.11267605633802817,18
72,2PM-4PM,Sun,0.46445497630331756,0.9655172413793104,0.15492957746478872,25
73,4PM-6PM,Sun,0.4786729857819905,0.9827586206896551,0.15492957746478872,26
74,6AM-8AM,Sun,0.44549763033175355,0.9655172413793104,0.22535211267605634,1
75,6PM-8PM,Sun,0.5355450236966824,0.9367816091954023,0.29577464788732394,17
76,8AM-10AM,Sun,0.4265402843601896,0.9425287356321839,0.15492957746478872,4
77,8PM-10PM,Sun,0.5687203791469194,0.9310344827586207,0.2676056338028169,7
78,10AM-12PM,Mon,0.41706161137440756,0.23563218390804597,0.7464788732394366,17
79,10PM-12AM,Mon,0.25118483412322273,0.2471264367816092,0.5352112676056338,3
80,12AM-2AM,Mon,0.5118483412322274,0.6149425287356322,0.49295774647887325,3
81,12PM-2PM,Mon,0.41232227488151657,0.21264367816091953,0.5774647887323944,26
82,2PM-4PM,Mon,0.36018957345971564,0.20114942528735633,0.7887323943661971,34
83,4AM-6AM,Mon,0.46919431279620855,0.4942528735632184,0.5492957746478874,2
84,4PM-6PM,Mon,0.3175355450236967,0.21839080459770116,0.8169014084507042,70
85,6AM-8AM,Mon,0.44549763033175355,0.40229885057471265,0.6056338028169014,42
86,6PM-8PM,Mon,0.2890995260663507,0.23563218390804597,0.6619718309859155,41
87,8AM-10AM,Mon,0.4312796208530806,0.28735632183908044,0.6619718309859155,77
88,8PM-10PM,Mon,0.27014218009478674,0.2413793103448276,0.49295774647887325,22
89,10AM-12PM,Tue,0.25118483412322273,0.5,0.23943661971830985,24
90,10PM-12AM,Tue,0.23222748815165878,0.7528735632183908,0.19718309859154928,6
91,12PM-2PM,Tue,0.24170616113744076,0.7183908045977011,0.2112676056338028,10
92,2PM-4PM,Tue,0.24644549763033174,0.7011494252873564,0.11267605633802817,23
93,4AM-6AM,Tue,0.22748815165876776,0.42528735632183906,0.2676056338028169,1
94,4PM-6PM,Tue,0.24644549763033174,0.6839080459770115,0.11267605633802817,47
95,6AM-8AM,Tue,0.23222748815165878,0.42528735632183906,0.29577464788732394,26
96,6PM-8PM,Tue,0.24644549763033174,0.735632183908046,0.11267605633802817,37
97,8AM-10AM,Tue,0.24644549763033174,0.39080459770114945,0.28169014084507044,74
98,8PM-10PM,Tue,0.22748815165876776,0.7528735632183908,0.09859154929577464,18
99,10AM-12PM,Wed,0.3033175355450237,0.41379310344827586,0.5352112676056338,24
100,10PM-12AM,Wed,0.13270142180094788,0.3333333333333333,0.5352112676056338,6
101,12AM-2AM,Wed,0.24170616113744076,0.735632183908046,0.18309859154929578,2
102,12PM-2PM,Wed,0.3127962085308057,0.3333333333333333,0.5352112676056338,23
103,2PM-4PM,Wed,0.3080568720379147,0.3218390804597701,0.43661971830985913,27
104,4AM-6AM,Wed,0.25118483412322273,0.6494252873563219,0.2676056338028169,1
105,4PM-6PM,Wed,0.27488151658767773,0.3160919540229885,0.5211267605633803,59
106,6AM-8AM,Wed,0.23696682464454977,0.6839080459770115,0.29577464788732394,29
107,6PM-8PM,Wed,0.2132701421800948,0.27586206896551724,0.7323943661971831,36
108,8AM-10AM,Wed,0.2796208530805687,0.5459770114942529,0.38028169014084506,77
109,8PM-10PM,Wed,0.16113744075829384,0.3103448275862069,0.5774647887323944,12
110,10AM-12PM,Thu,0.1895734597156398,0.29310344827586204,0.29577464788732394,24
111,10PM-12AM,Thu,0.26066350710900477,0.5172413793103449,0.49295774647887325,5
112,12AM-2AM,Thu,0.10900473933649289,0.3563218390804598,0.4788732394366197,1
113,12PM-2PM,Thu,0.24170616113744076,0.3275862068965517,0.38028169014084506,24
114,2PM-4PM,Thu,0.2559241706161137,0.3218390804597701,0.4225352112676056,14
115,4AM-6AM,Thu,0.07582938388625593,0.39080459770114945,0.38028169014084506,1
116,4PM-6PM,Thu,0.25118483412322273,0.3448275862068966,0.352112676056338,45
117,6AM-8AM,Thu,0.08056872037914692,0.3505747126436782,0.4084507042253521,12
118,6PM-8PM,Thu,0.25118483412322273,0.3793103448275862,0.38028169014084506,40
119,8AM-10AM,Thu,0.10900473933649289,0.3218390804597701,0.4507042253521127,57
120,8PM-10PM,Thu,0.2559241706161137,0.39080459770114945,0.38028169014084506,22
121,10AM-12PM,Fri,0.3222748815165877,0.7701149425287356,0.5633802816901409,19
122,10PM-12AM,Fri,0.2985781990521327,0.4827586206896552,0.28169014084507044,3
123,12AM-2AM,Fri,0.2796208530805687,0.6149425287356322,0.4647887323943662,1
124,12PM-2PM,Fri,0.3459715639810427,0.5402298850574713,0.4647887323943662,19
125,2PM-4PM,Fri,0.36018957345971564,0.367816091954023,0.5211267605633803,23
126,4AM-6AM,Fri,0.2985781990521327,0.5862068965517241,0.39436619718309857,2
127,4PM-6PM,Fri,0.35071090047393366,0.3850574712643678,0.352112676056338,60
128,6AM-8AM,Fri,0.3412322274881517,0.6436781609195402,0.39436619718309857,27
129,6PM-8PM,Fri,0.33175355450236965,0.4482758620689655,0.2535211267605634,38
130,8AM-10AM,Fri,0.33649289099526064,0.735632183908046,0.49295774647887325,66
131,8PM-10PM,Fri,0.3127962085308057,0.4367816091954023,0.2112676056338028,16
132,10AM-12PM,Sat,0.2985781990521327,0.39080459770114945,0.3380281690140845,29
133,10PM-12AM,Sat,0.25118483412322273,0.3563218390804598,0.3380281690140845,9
134,12AM-2AM,Sat,0.2985781990521327,0.4367816091954023,0.2535211267605634,1
135,12PM-2PM,Sat,0.3127962085308057,0.3103448275862069,0.4225352112676056,34
136,2PM-4PM,Sat,0.3080568720379147,0.27011494252873564,0.30985915492957744,20
137,4AM-6AM,Sat,0.27014218009478674,0.5344827586206896,0.28169014084507044,1
138,4PM-6PM,Sat,0.2890995260663507,0.28735632183908044,0.352112676056338,25
139,6AM-8AM,Sat,0.26066350710900477,0.4885057471264368,0.36619718309859156,3
140,6PM-8PM,Sat,0.27488151658767773,0.3160919540229885,0.28169014084507044,14
141,8AM-10AM,Sat,0.27014218009478674,0.45977011494252873,0.4084507042253521,16
142,8PM-10PM,Sat,0.26540284360189575,0.3103448275862069,0.3380281690140845,10
143,10AM-12PM,Sun,0.3175355450236967,0.3448275862068966,0.16901408450704225,23
144,10PM-12AM,Sun,0.3933649289099526,0.5862068965517241,0.36619718309859156,5
145,12AM-2AM,Sun,0.24644549763033174,0.39080459770114945,0.323943661971831,4
146,12PM-2PM,Sun,0.35545023696682465,0.26436781609195403,0.352112676056338,27
147,2PM-4PM,Sun,0.36018957345971564,0.27586206896551724,0.2676056338028169,23
148,4PM-6PM,Sun,0.35071090047393366,0.367816091954023,0.2676056338028169,19
149,6AM-8AM,Sun,0.24644549763033174,0.41379310344827586,0.23943661971830985,3
150,6PM-8PM,Sun,0.36492890995260663,0.39080459770114945,0.23943661971830985,12
151,8AM-10AM,Sun,0.27014218009478674,0.367816091954023,0.19718309859154928,10
152,8PM-10PM,Sun,0.3696682464454976,0.47701149425287354,0.22535211267605634,8
153,10AM-12PM,Mon,0.43601895734597157,0.6609195402298851,0.30985915492957744,24
154,10PM-12AM,Mon,0.4218009478672986,0.7701149425287356,0.39436619718309857,4
155,12AM-2AM,Mon,0.41232227488151657,0.5172413793103449,0.36619718309859156,2
156,12PM-2PM,Mon,0.43601895734597157,0.8333333333333334,0.2535211267605634,12
157,2PM-4PM,Mon,0.4265402843601896,0.9655172413793104,0.07042253521126761,14
158,4AM-6AM,Mon,0.4312796208530806,0.39080459770114945,0.29577464788732394,1
159,4PM-6PM,Mon,0.44075829383886256,0.9137931034482759,0.14084507042253522,42
160,6AM-8AM,Mon,0.4265402843601896,0.42528735632183906,0.18309859154929578,31
161,6PM-8PM,Mon,0.43601895734597157,0.896551724137931,0.2112676056338028,41
162,8AM-10AM,Mon,0.44075829383886256,0.4425287356321839,0.30985915492957744,78
163,8PM-10PM,Mon,0.4312796208530806,0.8735632183908046,0.22535211267605634,28
164,10AM-12PM,Tue,0.2843601895734597,0.3505747126436782,0.2112676056338028,38
165,10PM-12AM,Tue,0.22748815165876776,0.3448275862068966,0.23943661971830985,8
166,12AM-2AM,Tue,0.4028436018957346,0.603448275862069,0.4225352112676056,5
167,12PM-2PM,Tue,0.3080568720379147,0.3103448275862069,0.18309859154929578,29
168,2PM-4PM,Tue,0.2985781990521327,0.3333333333333333,0.16901408450704225,38
169,4AM-6AM,Tue,0.33649289099526064,0.5459770114942529,0.43661971830985913,2
170,4PM-6PM,Tue,0.2796208530805687,0.3448275862068966,0.22535211267605634,73
171,6AM-8AM,Tue,0.2843601895734597,0.42528735632183906,0.4084507042253521,24
172,6PM-8PM,Tue,0.27014218009478674,0.29310344827586204,0.2112676056338028,67
173,8AM-10AM,Tue,0.26540284360189575,0.3563218390804598,0.4225352112676056,83
174,8PM-10PM,Tue,0.24170616113744076,0.3103448275862069,0.2535211267605634,19
175,10AM-12PM,Wed,0.2796208530805687,0.5057471264367817,0.2112676056338028,36
176,10PM-12AM,Wed,0.3222748815165877,0.8275862068965517,0.28169014084507044,9
177,12PM-2PM,Wed,0.3080568720379147,0.5229885057471264,0.23943661971830985,28
178,2PM-4PM,Wed,0.3127962085308057,0.5804597701149425,0.19718309859154928,36
179,4PM-6PM,Wed,0.3080568720379147,0.7241379310344828,0.23943661971830985,78
180,6AM-8AM,Wed,0.23222748815165878,0.4540229885057471,0.19718309859154928,24
181,6PM-8PM,Wed,0.3080568720379147,0.8218390804597702,0.29577464788732394,58
182,8AM-10AM,Wed,0.26540284360189575,0.47701149425287354,0.22535211267605634,81
183,8PM-10PM,Wed,0.3175355450236967,0.8218390804597702,0.28169014084507044,28
184,10AM-12PM,Thu,0.3412322274881517,0.867816091954023,0.22535211267605634,30
185,10PM-12AM,Thu,0.32701421800947866,0.5574712643678161,0.323943661971831,6
186,12AM-2AM,Thu,0.32701421800947866,0.8218390804597702,0.2676056338028169,1
187,12PM-2PM,Thu,0.3459715639810427,0.9080459770114943,0.2112676056338028,20
188,2PM-4PM,Thu,0.36018957345971564,0.8735632183908046,0.22535211267605634,18
189,4AM-6AM,Thu,0.32701421800947866,0.8218390804597702,0.29577464788732394,2
190,4PM-6PM,Thu,0.36492890995260663,0.8850574712643678,0.2676056338028169,52
191,6AM-8AM,Thu,0.3222748815165877,0.8620689655172413,0.28169014084507044,22
192,6PM-8PM,Thu,0.3744075829383886,0.8103448275862069,0.29577464788732394,46
193,8AM-10AM,Thu,0.33649289099526064,0.8218390804597702,0.29577464788732394,68
194,8PM-10PM,Thu,0.35071090047393366,0.6781609195402298,0.28169014084507044,22
195,10AM-12PM,Fri,0.4265402843601896,0.46551724137931033,0.4084507042253521,36
196,10PM-12AM,Fri,0.24170616113744076,0.3218390804597701,0.5633802816901409,7
197,12AM-2AM,Fri,0.3175355450236967,0.5574712643678161,0.30985915492957744,4
198,12PM-2PM,Fri,0.4312796208530806,0.4482758620689655,0.49295774647887325,43
199,2AM-4AM,Fri,0.3080568720379147,0.6149425287356322,0.28169014084507044,3
200,2PM-4PM,Fri,0.3981042654028436,0.3448275862068966,0.6197183098591549,42
201,4AM-6AM,Fri,0.2938388625592417,0.6666666666666666,0.28169014084507044,1
202,4PM-6PM,Fri,0.3412322274881517,0.28735632183908044,0.6056338028169014,62
203,6AM-8AM,Fri,0.3033175355450237,0.6494252873563219,0.323943661971831,22
204,6PM-8PM,Fri,0.3033175355450237,0.2413793103448276,0.5492957746478874,36
205,8AM-10AM,Fri,0.3744075829383886,0.5344827586206896,0.29577464788732394,76
206,8PM-10PM,Fri,0.26540284360189575,0.28160919540229884,0.5492957746478874,13
207,10AM-12PM,Sat,0.23696682464454977,0.23563218390804597,0.15492957746478872,22
208,10PM-12AM,Sat,0.27488151658767773,0.6149425287356322,0.23943661971830985,10
209,12AM-2AM,Sat,0.2132701421800948,0.3333333333333333,0.4507042253521127,1
210,12PM-2PM,Sat,0.2796208530805687,0.15517241379310345,0.08450704225352113,35
211,2AM-4AM,Sat,0.1990521327014218,0.3218390804597701,0.4647887323943662,3
212,2PM-4PM,Sat,0.2843601895734597,0.23563218390804597,0.14084507042253522,38
213,4AM-6AM,Sat,0.1848341232227488,0.3275862068965517,0.5211267605633803,1
214,4PM-6PM,Sat,0.2890995260663507,0.2471264367816092,0.22535211267605634,25
215,6AM-8AM,Sat,0.17061611374407584,0.3793103448275862,0.4225352112676056,2
216,6PM-8PM,Sat,0.2890995260663507,0.3448275862068966,0.36619718309859156,9
217,8AM-10AM,Sat,0.1895734597156398,0.3045977011494253,0.352112676056338,13
218,8PM-10PM,Sat,0.2796208530805687,0.5344827586206896,0.2535211267605634,11
219,10AM-12PM,Sun,0.47393364928909953,0.8333333333333334,0.1267605633802817,33
220,10PM-12AM,Sun,0.5213270142180095,0.896551724137931,0.30985915492957744,7
221,12AM-2AM,Sun,0.2843601895734597,0.7068965517241379,0.19718309859154928,8
222,12PM-2PM,Sun,0.5260663507109005,0.8045977011494253,0.2112676056338028,53
223,2AM-4AM,Sun,0.3127962085308057,0.7471264367816092,0.04225352112676056,1
224,2PM-4PM,Sun,0.5592417061611374,0.7528735632183908,0.5070422535211268,36
225,4AM-6AM,Sun,0.3175355450236967,0.7988505747126436,0.18309859154929578,1
226,4PM-6PM,Sun,0.5355450236966824,0.7528735632183908,0.43661971830985913,48
227,6PM-8PM,Sun,0.5450236966824644,0.7873563218390804,0.5211267605633803,29
228,8AM-10AM,Sun,0.4028436018957346,0.8505747126436781,0.07042253521126761,13
229,8PM-10PM,Sun,0.5355450236966824,0.8620689655172413,0.5915492957746479,13
230,10AM-12PM,Mon,0.4928909952606635,0.5229885057471264,0.4507042253521127,42
231,10PM-12AM,Mon,0.3933649289099526,0.5517241379310345,0.4647887323943662,12
232,12AM-2AM,Mon,0.4881516587677725,0.8333333333333334,0.4647887323943662,14
233,12PM-2PM,Mon,0.4786729857819905,0.5114942528735632,0.5492957746478874,44
234,2AM-4AM,Mon,0.4597156398104265,0.8218390804597702,0.29577464788732394,3
235,2PM-4PM,Mon,0.46445497630331756,0.5172413793103449,0.4507042253521127,48
236,4AM-6AM,Mon,0.4549763033175355,0.7758620689655172,0.36619718309859156,1
237,4PM-6PM,Mon,0.44549763033175355,0.5517241379310345,0.43661971830985913,47
238,6AM-8AM,Mon,0.45023696682464454,0.7413793103448276,0.323943661971831,9
239,6PM-8PM,Mon,0.4312796208530806,0.5632183908045977,0.5070422535211268,45
240,8AM-10AM,Mon,0.47393364928909953,0.6436781609195402,0.352112676056338,42
241,8PM-10PM,Mon,0.41232227488151657,0.5402298850574713,0.49295774647887325,23
242,10AM-12PM,Tue,0.41706161137440756,0.3563218390804598,0.4084507042253521,53
243,10PM-12AM,Tue,0.3459715639810427,0.3620689655172414,0.30985915492957744,14
244,12AM-2AM,Tue,0.3886255924170616,0.5402298850574713,0.4084507042253521,5
245,12PM-2PM,Tue,0.4312796208530806,0.25862068965517243,0.39436619718309857,47
246,2PM-4PM,Tue,0.43601895734597157,0.23563218390804597,0.352112676056338,45
247,4PM-6PM,Tue,0.41232227488151657,0.1839080459770115,0.3380281690140845,87
248,6AM-8AM,Tue,0.3696682464454976,0.5172413793103449,0.39436619718309857,36
249,6PM-8PM,Tue,0.3933649289099526,0.2471264367816092,0.352112676056338,70
250,8AM-10AM,Tue,0.38388625592417064,0.4482758620689655,0.43661971830985913,93
251,8PM-10PM,Tue,0.3696682464454976,0.29310344827586204,0.352112676056338,38
252,10AM-12PM,Wed,0.3412322274881517,0.3333333333333333,0.08450704225352113,47
253,10PM-12AM,Wed,0.4028436018957346,0.632183908045977,0.28169014084507044,11
254,12AM-2AM,Wed,0.3412322274881517,0.3735632183908046,0.28169014084507044,1
255,12PM-2PM,Wed,0.3459715639810427,0.46551724137931033,0.15492957746478872,45
256,2AM-4AM,Wed,0.32701421800947866,0.367816091954023,0.23943661971830985,1
257,2PM-4PM,Wed,0.36492890995260663,0.5919540229885057,0.15492957746478872,28
258,4PM-6PM,Wed,0.36492890995260663,0.6264367816091954,0.07042253521126761,81
259,6AM-8AM,Wed,0.2985781990521327,0.42528735632183906,0.22535211267605634,38
260,6PM-8PM,Wed,0.36018957345971564,0.6609195402298851,0.11267605633802817,61
261,8AM-10AM,Wed,0.3222748815165877,0.3333333333333333,0.2112676056338028,101
262,8PM-10PM,Wed,0.3696682464454976,0.6954022988505747,0.15492957746478872,36
263,10AM-12PM,Thu,0.41232227488151657,0.5172413793103449,0.1267605633802817,49
264,10PM-12AM,Thu,0.3744075829383886,0.5862068965517241,0.29577464788732394,15
265,12AM-2AM,Thu,0.3791469194312796,0.7011494252873564,0.19718309859154928,3
266,12PM-2PM,Thu,0.4265402843601896,0.5287356321839081,0.11267605633802817,50
267,2AM-4AM,Thu,0.3744075829383886,0.6609195402298851,0.2112676056338028,1
268,2PM-4PM,Thu,0.41706161137440756,0.6379310344827587,0.18309859154929578,54
269,4AM-6AM,Thu,0.3696682464454976,0.6781609195402298,0.2112676056338028,1
270,4PM-6PM,Thu,0.4028436018957346,0.7011494252873564,0.14084507042253522,93
271,6AM-8AM,Thu,0.3696682464454976,0.6436781609195402,0.2535211267605634,33
272,6PM-8PM,Thu,0.4028436018957346,0.603448275862069,0.1267605633802817,77
273,8AM-10AM,Thu,0.3791469194312796,0.5804597701149425,0.23943661971830985,105
274,8PM-10PM,Thu,0.3933649289099526,0.5689655172413793,0.2535211267605634,29
275,10AM-12PM,Fri,0.3981042654028436,0.3390804597701149,0.323943661971831,55
276,10PM-12AM,Fri,0.3791469194312796,0.5689655172413793,0.29577464788732394,13
277,12AM-2AM,Fri,0.36018957345971564,0.5459770114942529,0.323943661971831,5
278,12PM-2PM,Fri,0.41706161137440756,0.3563218390804598,0.3380281690140845,62
279,2AM-4AM,Fri,0.33649289099526064,0.6091954022988506,0.23943661971830985,1
280,2PM-4PM,Fri,0.4265402843601896,0.3563218390804598,0.2535211267605634,57
281,4AM-6AM,Fri,0.3175355450236967,0.5689655172413793,0.28169014084507044,1
282,4PM-6PM,Fri,0.41232227488151657,0.39080459770114945,0.22535211267605634,90
283,6AM-8AM,Fri,0.3175355450236967,0.4827586206896552,0.2535211267605634,29
284,6PM-8PM,Fri,0.3933649289099526,0.45977011494252873,0.28169014084507044,65
285,8AM-10AM,Fri,0.35545023696682465,0.3620689655172414,0.2535211267605634,118
286,8PM-10PM,Fri,0.3791469194312796,0.5287356321839081,0.30985915492957744,26
287,10AM-12PM,Sat,0.3981042654028436,0.9540229885057471,0.30985915492957744,4
288,10PM-12AM,Sat,0.3933649289099526,0.7241379310344828,0.38028169014084506,6
289,12AM-2AM,Sat,0.38388625592417064,0.632183908045977,0.2676056338028169,5
290,12PM-2PM,Sat,0.3981042654028436,0.9310344827586207,0.3380281690140845,7
291,2AM-4AM,Sat,0.3981042654028436,0.6666666666666666,0.28169014084507044,3
292,2PM-4PM,Sat,0.3981042654028436,0.8908045977011494,0.4084507042253521,7
293,4AM-6AM,Sat,0.3981042654028436,0.8218390804597702,0.2535211267605634,6
294,4PM-6PM,Sat,0.3886255924170616,0.9080459770114943,0.29577464788732394,8
295,6AM-8AM,Sat,0.3886255924170616,0.9540229885057471,0.08450704225352113,2
296,6PM-8PM,Sat,0.3886255924170616,0.9080459770114943,0.36619718309859156,6
297,8AM-10AM,Sat,0.3886255924170616,0.9770114942528736,0.18309859154929578,3
298,8PM-10PM,Sat,0.3886255924170616,0.8620689655172413,0.28169014084507044,3
299,10AM-12PM,Sun,0.44075829383886256,0.46551724137931033,0.4788732394366197,21
300,10PM-12AM,Sun,0.2796208530805687,0.41954022988505746,0.38028169014084506,3
301,12AM-2AM,Sun,0.3886255924170616,0.7126436781609196,0.4225352112676056,5
302,12PM-2PM,Sun,0.4312796208530806,0.3793103448275862,0.43661971830985913,21
303,2AM-4AM,Sun,0.3886255924170616,0.7126436781609196,0.38028169014084506,3
304,2PM-4PM,Sun,0.4218009478672986,0.25862068965517243,0.4225352112676056,33
305,4PM-6PM,Sun,0.3886255924170616,0.3218390804597701,0.30985915492957744,25
306,6AM-8AM,Sun,0.3981042654028436,0.7241379310344828,0.4647887323943662,2
307,6PM-8PM,Sun,0.35071090047393366,0.3448275862068966,0.28169014084507044,34
308,8AM-10AM,Sun,0.41706161137440756,0.7011494252873564,0.4788732394366197,6
309,8PM-10PM,Sun,0.3127962085308057,0.39080459770114945,0.30985915492957744,10
310,10AM-12PM,Mon,0.2843601895734597,0.7068965517241379,0.4225352112676056,37
311,12AM-2AM,Mon,0.24170616113744076,0.41379310344827586,0.4225352112676056,4
312,12PM-2PM,Mon,0.32701421800947866,0.7816091954022989,0.4647887323943662,25
313,2PM-4PM,Mon,0.35545023696682465,0.6954022988505747,0.5352112676056338,40
314,4AM-6AM,Mon,0.1943127962085308,0.47126436781609193,0.2676056338028169,1
315,4PM-6PM,Mon,0.35071090047393366,0.7873563218390804,0.5211267605633803,49
316,6AM-8AM,Mon,0.1943127962085308,0.5,0.2676056338028169,25
317,6PM-8PM,Mon,0.35071090047393366,0.8218390804597702,0.7605633802816901,13
318,8AM-10AM,Mon,0.22748815165876776,0.5747126436781609,0.29577464788732394,76
319,10PM-12AM,Wed,0.2559241706161137,0.39080459770114945,0.28169014084507044,7
320,4PM-6PM,Wed,0.3033175355450237,0.4827586206896552,0.29577464788732394,13
321,6PM-8PM,Wed,0.2985781990521327,0.4540229885057471,0.2535211267605634,20
322,8PM-10PM,Wed,0.2796208530805687,0.39655172413793105,0.3380281690140845,13
323,10AM-12PM,Thu,0.36018957345971564,0.3218390804597701,0.0,22
